trein_id,dienst_datum,traject,vertrek_station,aankomst_station,vertrek_uur
IC1022,2024-05-29,Den Haag Centraal - Amersfoort,Den Haag Centraal,Amersfoort,10
IC1040,2024-05-29,Eindhoven - Rotterdam Centraal,Eindhoven,Rotterdam Centraal,11
IC1003,2024-05-29,Rotterdam Centraal - Eindhoven,Rotterdam Centraal,Eindhoven,19
SPR2016,2024-05-29,Amsterdam Centraal - Amersfoort,Amsterdam Centraal,Amersfoort,15
IC1019,2024-05-29,Eindhoven - Amsterdam Centraal,Eindhoven,Amsterdam Centraal,16
IC1046,2024-05-29,Amsterdam Centraal - Amersfoort,Amsterdam Centraal,Amersfoort,22
IC1017,2024-05-29,Utrecht Centraal - Den Haag Centraal,Utrecht Centraal,Den Haag Centraal,9
IC1027,2024-05-30,Eindhoven - Rotterdam Centraal,Eindhoven,Rotterdam Centraal,14
IC1030,2024-05-30,Rotterdam Centraal - Amersfoort,Rotterdam Centraal,Amersfoort,9
SPR2002,2024-05-30,Amersfoort - Amsterdam Centraal,Amersfoort,Amsterdam Centraal,22
IC1010,2024-05-30,Amersfoort - Den Haag Centraal,Amersfoort,Den Haag Centraal,11
SPR2003,2024-05-30,Den Haag Centraal - Eindhoven,Den Haag Centraal,Eindhoven,15
IC1001,2024-05-30,Utrecht Centraal - Amsterdam Centraal,Utrecht Centraal,Amsterdam Centraal,15
IC1016,2024-05-30,Rotterdam Centraal - Den Haag Centraal,Rotterdam Centraal,Den Haag Centraal,6
SPR2022,2024-05-30,Rotterdam Centraal - Eindhoven,Rotterdam Centraal,Eindhoven,15
IC1048,2024-05-30,Den Haag Centraal - Amsterdam Centraal,Den Haag Centraal,Amsterdam Centraal,16
IC1009,2024-05-30,Utrecht Centraal - Rotterdam Centraal,Utrecht Centraal,Rotterdam Centraal,12
IC1046,2024-05-30,Amsterdam Centraal - Utrecht Centraal,Amsterdam Centraal,Utrecht Centraal,15
SPR2006,2024-05-30,Den Haag Centraal - Rotterdam Centraal,Den Haag Centraal,Rotterdam Centraal,15
IC1045,2024-05-30,Rotterdam Centraal - Eindhoven,Rotterdam Centraal,Eindhoven,5
IC1031,2024-05-30,Rotterdam Centraal - Amsterdam Centraal,Rotterdam Centraal,Amsterdam Centraal,12
IC1032,2024-05-30,Amsterdam Centraal - Rotterdam Centraal,Amsterdam Centraal,Rotterdam Centraal,11
IC1013,2024-05-30,Amsterdam Centraal - Den Haag Centraal,Amsterdam Centraal,Den Haag Centraal,16
IC1002,2024-05-30,Rotterdam Centraal - Amsterdam Centraal,Rotterdam Centraal,Amsterdam Centraal,6
IC1007,2024-05-30,Eindhoven - Rotterdam Centraal,Eindhoven,Rotterdam Centraal,14
IC1037,2024-05-30,Rotterdam Centraal - Eindhoven,Rotterdam Centraal,Eindhoven,11
IC1035,2024-05-30,Utrecht Centraal - Rotterdam Centraal,Utrecht Centraal,Rotterdam Centraal,17
IC1008,2024-05-30,Utrecht Centraal - Rotterdam Centraal,Utrecht Centraal,Rotterdam Centraal,20
IC1041,2024-05-30,Rotterdam Centraal - Utrecht Centraal,Rotterdam Centraal,Utrecht Centraal,6
IC1021,2024-05-30,Eindhoven - Amersfoort,Eindhoven,Amersfoort,16
IC1025,2024-05-30,Den Haag Centraal - Eindhoven,Den Haag Centraal,Eindhoven,5
IC1023,2024-05-30,Rotterdam Centraal - Eindhoven,Rotterdam Centraal,Eindhoven,9
SPR2012,2024-05-30,Eindhoven - Den Haag Centraal,Eindhoven,Den Haag Centraal,22
IC1019,2024-05-30,Rotterdam Centraal - Utrecht Centraal,Rotterdam Centraal,Utrecht Centraal,16
SPR2026,2024-05-30,Utrecht Centraal - Rotterdam Centraal,Utrecht Centraal,Rotterdam Centraal,14
SPR2020,2024-05-30,Amsterdam Centraal - Amersfoort,Amsterdam Centraal,Amersfoort,20
IC1017,2024-05-30,Eindhoven - Utrecht Centraal,Eindhoven,Utrecht Centraal,20
IC1018,2024-05-30,Amersfoort - Rotterdam Centraal,Amersfoort,Rotterdam Centraal,17
IC1020,2024-05-30,Eindhoven - Utrecht Centraal,Eindhoven,Utrecht Centraal,8
IC1040,2024-05-30,Rotterdam Centraal - Eindhoven,Rotterdam Centraal,Eindhoven,12
IC1006,2024-05-30,Amersfoort - Utrecht Centraal,Amersfoort,Utrecht Centraal,15
SPR2019,2024-05-30,Utrecht Centraal - Den Haag Centraal,Utrecht Centraal,Den Haag Centraal,10
SPR2025,2024-05-30,Amsterdam Centraal - Utrecht Centraal,Amsterdam Centraal,Utrecht Centraal,8
IC1015,2024-05-30,Utrecht Centraal - Eindhoven,Utrecht Centraal,Eindhoven,15
SPR2007,2024-05-30,Rotterdam Centraal - Amersfoort,Rotterdam Centraal,Amersfoort,13
SPR2029,2024-05-30,Amersfoort - Den Haag Centraal,Amersfoort,Den Haag Centraal,11
SPR2008,2024-05-30,Den Haag Centraal - Utrecht Centraal,Den Haag Centraal,Utrecht Centraal,8
IC1032,2024-05-31,Utrecht Centraal - Eindhoven,Utrecht Centraal,Eindhoven,15
SPR2015,2024-05-31,Eindhoven - Amersfoort,Eindhoven,Amersfoort,17
SPR2011,2024-05-31,Den Haag Centraal - Amersfoort,Den Haag Centraal,Amersfoort,14
IC1017,2024-05-31,Eindhoven - Utrecht Centraal,Eindhoven,Utrecht Centraal,9
SPR2017,2024-05-31,Utrecht Centraal - Amsterdam Centraal,Utrecht Centraal,Amsterdam Centraal,22
SPR2018,2024-05-31,Rotterdam Centraal - Amsterdam Centraal,Rotterdam Centraal,Amsterdam Centraal,17
IC1047,2024-05-31,Den Haag Centraal - Rotterdam Centraal,Den Haag Centraal,Rotterdam Centraal,10
SPR2010,2024-05-31,Rotterdam Centraal - Utrecht Centraal,Rotterdam Centraal,Utrecht Centraal,17
IC1004,2024-05-31,Eindhoven - Rotterdam Centraal,Eindhoven,Rotterdam Centraal,17
IC1022,2024-05-31,Utrecht Centraal - Amersfoort,Utrecht Centraal,Amersfoort,6
IC1013,2024-05-31,Utrecht Centraal - Rotterdam Centraal,Utrecht Centraal,Rotterdam Centraal,13
IC1043,2024-05-31,Rotterdam Centraal - Amsterdam Centraal,Rotterdam Centraal,Amsterdam Centraal,12
IC1045,2024-05-31,Eindhoven - Rotterdam Centraal,Eindhoven,Rotterdam Centraal,7
IC1041,2024-05-31,Utrecht Centraal - Amsterdam Centraal,Utrecht Centraal,Amsterdam Centraal,9
IC1019,2024-05-31,Den Haag Centraal - Amsterdam Centraal,Den Haag Centraal,Amsterdam Centraal,13
SPR2014,2024-05-31,Eindhoven - Amersfoort,Eindhoven,Amersfoort,7
SPR2006,2024-05-31,Rotterdam Centraal - Den Haag Centraal,Rotterdam Centraal,Den Haag Centraal,6
IC1010,2024-05-31,Den Haag Centraal - Utrecht Centraal,Den Haag Centraal,Utrecht Centraal,6
SPR2009,2024-05-31,Amsterdam Centraal - Eindhoven,Amsterdam Centraal,Eindhoven,5
SPR2028,2024-05-31,Eindhoven - Utrecht Centraal,Eindhoven,Utrecht Centraal,15
IC1046,2024-05-31,Eindhoven - Amersfoort,Eindhoven,Amersfoort,22
IC1033,2024-05-31,Eindhoven - Rotterdam Centraal,Eindhoven,Rotterdam Centraal,12
IC1024,2024-05-31,Utrecht Centraal - Rotterdam Centraal,Utrecht Centraal,Rotterdam Centraal,16
SPR2019,2024-05-31,Amersfoort - Den Haag Centraal,Amersfoort,Den Haag Centraal,19
IC1044,2024-05-31,Den Haag Centraal - Amsterdam Centraal,Den Haag Centraal,Amsterdam Centraal,18
SPR2025,2024-05-31,Amersfoort - Eindhoven,Amersfoort,Eindhoven,5
IC1016,2024-05-31,Utrecht Centraal - Den Haag Centraal,Utrecht Centraal,Den Haag Centraal,18
SPR2004,2024-05-31,Den Haag Centraal - Eindhoven,Den Haag Centraal,Eindhoven,17
IC1031,2024-05-31,Utrecht Centraal - Amsterdam Centraal,Utrecht Centraal,Amsterdam Centraal,5
SPR2007,2024-05-31,Rotterdam Centraal - Utrecht Centraal,Rotterdam Centraal,Utrecht Centraal,14
IC1036,2024-05-31,Amsterdam Centraal - Rotterdam Centraal,Amsterdam Centraal,Rotterdam Centraal,13
SPR2003,2024-05-31,Amsterdam Centraal - Rotterdam Centraal,Amsterdam Centraal,Rotterdam Centraal,8
SPR2023,2024-05-31,Utrecht Centraal - Eindhoven,Utrecht Centraal,Eindhoven,12
IC1003,2024-05-31,Amersfoort - Den Haag Centraal,Amersfoort,Den Haag Centraal,21
IC1030,2024-05-31,Amersfoort - Amsterdam Centraal,Amersfoort,Amsterdam Centraal,9
IC1049,2024-05-31,Utrecht Centraal - Eindhoven,Utrecht Centraal,Eindhoven,19
IC1029,2024-05-31,Eindhoven - Utrecht Centraal,Eindhoven,Utrecht Centraal,6
IC1020,2024-05-31,Den Haag Centraal - Amersfoort,Den Haag Centraal,Amersfoort,20
IC1037,2024-05-31,Utrecht Centraal - Eindhoven,Utrecht Centraal,Eindhoven,9
SPR2026,2024-05-31,Amsterdam Centraal - Amersfoort,Amsterdam Centraal,Amersfoort,18
IC1018,2024-06-01,Utrecht Centraal - Den Haag Centraal,Utrecht Centraal,Den Haag Centraal,19
SPR2016,2024-06-01,Utrecht Centraal - Den Haag Centraal,Utrecht Centraal,Den Haag Centraal,21
IC1044,2024-06-01,Eindhoven - Amsterdam Centraal,Eindhoven,Amsterdam Centraal,21
IC1006,2024-06-01,Utrecht Centraal - Rotterdam Centraal,Utrecht Centraal,Rotterdam Centraal,18
SPR2004,2024-06-01,Rotterdam Centraal - Amersfoort,Rotterdam Centraal,Amersfoort,22
SPR2026,2024-06-01,Utrecht Centraal - Amsterdam Centraal,Utrecht Centraal,Amsterdam Centraal,10
IC1007,2024-06-01,Rotterdam Centraal - Eindhoven,Rotterdam Centraal,Eindhoven,22
IC1024,2024-06-01,Den Haag Centraal - Amersfoort,Den Haag Centraal,Amersfoort,21
SPR2024,2024-06-01,Amsterdam Centraal - Rotterdam Centraal,Amsterdam Centraal,Rotterdam Centraal,14
SPR2002,2024-06-01,Rotterdam Centraal - Den Haag Centraal,Rotterdam Centraal,Den Haag Centraal,19
SPR2003,2024-06-01,Eindhoven - Amsterdam Centraal,Eindhoven,Amsterdam Centraal,9
IC1026,2024-06-01,Eindhoven - Utrecht Centraal,Eindhoven,Utrecht Centraal,14
IC1014,2024-06-01,Utrecht Centraal - Den Haag Centraal,Utrecht Centraal,Den Haag Centraal,12
IC1039,2024-06-01,Utrecht Centraal - Amsterdam Centraal,Utrecht Centraal,Amsterdam Centraal,14
IC1036,2024-06-01,Rotterdam Centraal - Den Haag Centraal,Rotterdam Centraal,Den Haag Centraal,10
IC1020,2024-06-01,Den Haag Centraal - Rotterdam Centraal,Den Haag Centraal,Rotterdam Centraal,8
IC1011,2024-06-01,Utrecht Centraal - Eindhoven,Utrecht Centraal,Eindhoven,22
SPR2022,2024-06-01,Den Haag Centraal - Rotterdam Centraal,Den Haag Centraal,Rotterdam Centraal,20
SPR2010,2024-06-01,Rotterdam Centraal - Eindhoven,Rotterdam Centraal,Eindhoven,21
SPR2008,2024-06-01,Eindhoven - Amersfoort,Eindhoven,Amersfoort,17
SPR2000,2024-06-01,Rotterdam Centraal - Utrecht Centraal,Rotterdam Centraal,Utrecht Centraal,8
IC1003,2024-06-01,Eindhoven - Amersfoort,Eindhoven,Amersfoort,15
IC1042,2024-06-01,Amersfoort - Den Haag Centraal,Amersfoort,Den Haag Centraal,18
IC1008,2024-06-01,Utrecht Centraal - Amsterdam Centraal,Utrecht Centraal,Amsterdam Centraal,5
IC1013,2024-06-01,Rotterdam Centraal - Amersfoort,Rotterdam Centraal,Amersfoort,12
SPR2028,2024-06-01,Utrecht Centraal - Eindhoven,Utrecht Centraal,Eindhoven,5
IC1016,2024-06-01,Utrecht Centraal - Amsterdam Centraal,Utrecht Centraal,Amsterdam Centraal,22
SPR2017,2024-06-01,Amsterdam Centraal - Amersfoort,Amsterdam Centraal,Amersfoort,17
IC1000,2024-06-01,Amersfoort - Rotterdam Centraal,Amersfoort,Rotterdam Centraal,6
IC1010,2024-06-01,Amersfoort - Rotterdam Centraal,Amersfoort,Rotterdam Centraal,12
SPR2014,2024-06-01,Rotterdam Centraal - Amersfoort,Rotterdam Centraal,Amersfoort,12
IC1021,2024-06-01,Rotterdam Centraal - Amersfoort,Rotterdam Centraal,Amersfoort,5
IC1025,2024-06-01,Den Haag Centraal - Eindhoven,Den Haag Centraal,Eindhoven,8
IC1027,2024-06-01,Eindhoven - Amsterdam Centraal,Eindhoven,Amsterdam Centraal,8
IC1046,2024-06-01,Amersfoort - Amsterdam Centraal,Amersfoort,Amsterdam Centraal,17
SPR2025,2024-06-01,Amersfoort - Den Haag Centraal,Amersfoort,Den Haag Centraal,17
SPR2023,2024-06-01,Eindhoven - Den Haag Centraal,Eindhoven,Den Haag Centraal,9
IC1005,2024-06-01,Amsterdam Centraal - Den Haag Centraal,Amsterdam Centraal,Den Haag Centraal,16
IC1029,2024-06-01,Utrecht Centraal - Amersfoort,Utrecht Centraal,Amersfoort,8
IC1049,2024-06-01,Utrecht Centraal - Amersfoort,Utrecht Centraal,Amersfoort,18
IC1001,2024-06-02,Utrecht Centraal - Rotterdam Centraal,Utrecht Centraal,Rotterdam Centraal,6
IC1037,2024-06-02,Den Haag Centraal - Amersfoort,Den Haag Centraal,Amersfoort,20
SPR2008,2024-06-02,Eindhoven - Amersfoort,Eindhoven,Amersfoort,16
IC1036,2024-06-02,Amersfoort - Utrecht Centraal,Amersfoort,Utrecht Centraal,22
IC1044,2024-06-02,Amsterdam Centraal - Rotterdam Centraal,Amsterdam Centraal,Rotterdam Centraal,19
IC1049,2024-06-02,Den Haag Centraal - Utrecht Centraal,Den Haag Centraal,Utrecht Centraal,19
IC1006,2024-06-02,Rotterdam Centraal - Utrecht Centraal,Rotterdam Centraal,Utrecht Centraal,17
IC1024,2024-06-02,Utrecht Centraal - Eindhoven,Utrecht Centraal,Eindhoven,18
SPR2013,2024-06-02,Eindhoven - Den Haag Centraal,Eindhoven,Den Haag Centraal,20
SPR2002,2024-06-02,Rotterdam Centraal - Den Haag Centraal,Rotterdam Centraal,Den Haag Centraal,6
SPR2001,2024-06-02,Eindhoven - Den Haag Centraal,Eindhoven,Den Haag Centraal,19
SPR2012,2024-06-02,Eindhoven - Amersfoort,Eindhoven,Amersfoort,10
IC1027,2024-06-02,Eindhoven - Rotterdam Centraal,Eindhoven,Rotterdam Centraal,20
IC1022,2024-06-02,Utrecht Centraal - Amersfoort,Utrecht Centraal,Amersfoort,13
SPR2017,2024-06-02,Rotterdam Centraal - Den Haag Centraal,Rotterdam Centraal,Den Haag Centraal,13
IC1040,2024-06-02,Amsterdam Centraal - Den Haag Centraal,Amsterdam Centraal,Den Haag Centraal,15
IC1018,2024-06-02,Den Haag Centraal - Amersfoort,Den Haag Centraal,Amersfoort,11
IC1041,2024-06-02,Amsterdam Centraal - Amersfoort,Amsterdam Centraal,Amersfoort,14
IC1020,2024-06-02,Den Haag Centraal - Rotterdam Centraal,Den Haag Centraal,Rotterdam Centraal,22
IC1014,2024-06-02,Rotterdam Centraal - Amersfoort,Rotterdam Centraal,Amersfoort,22
IC1017,2024-06-02,Rotterdam Centraal - Utrecht Centraal,Rotterdam Centraal,Utrecht Centraal,14
SPR2009,2024-06-02,Rotterdam Centraal - Amersfoort,Rotterdam Centraal,Amersfoort,8
SPR2005,2024-06-02,Utrecht Centraal - Amersfoort,Utrecht Centraal,Amersfoort,13
SPR2000,2024-06-02,Eindhoven - Utrecht Centraal,Eindhoven,Utrecht Centraal,7
IC1003,2024-06-02,Eindhoven - Rotterdam Centraal,Eindhoven,Rotterdam Centraal,22
SPR2010,2024-06-02,Rotterdam Centraal - Den Haag Centraal,Rotterdam Centraal,Den Haag Centraal,11
SPR2015,2024-06-02,Rotterdam Centraal - Utrecht Centraal,Rotterdam Centraal,Utrecht Centraal,19
IC1028,2024-06-02,Amsterdam Centraal - Utrecht Centraal,Amsterdam Centraal,Utrecht Centraal,20
IC1046,2024-06-02,Den Haag Centraal - Eindhoven,Den Haag Centraal,Eindhoven,12
IC1002,2024-06-02,Eindhoven - Amersfoort,Eindhoven,Amersfoort,20
SPR2029,2024-06-02,Utrecht Centraal - Amsterdam Centraal,Utrecht Centraal,Amsterdam Centraal,10
SPR2007,2024-06-02,Amersfoort - Utrecht Centraal,Amersfoort,Utrecht Centraal,13
IC1025,2024-06-02,Amersfoort - Utrecht Centraal,Amersfoort,Utrecht Centraal,13
IC1030,2024-06-02,Rotterdam Centraal - Eindhoven,Rotterdam Centraal,Eindhoven,5
SPR2026,2024-06-02,Rotterdam Centraal - Utrecht Centraal,Rotterdam Centraal,Utrecht Centraal,14
IC1016,2024-06-02,Amsterdam Centraal - Eindhoven,Amsterdam Centraal,Eindhoven,15
SPR2003,2024-06-02,Den Haag Centraal - Amsterdam Centraal,Den Haag Centraal,Amsterdam Centraal,11
SPR2022,2024-06-02,Utrecht Centraal - Den Haag Centraal,Utrecht Centraal,Den Haag Centraal,19
SPR2006,2024-06-02,Amersfoort - Den Haag Centraal,Amersfoort,Den Haag Centraal,17
SPR2023,2024-06-02,Rotterdam Centraal - Amsterdam Centraal,Rotterdam Centraal,Amsterdam Centraal,6
IC1016,2024-06-03,Eindhoven - Amsterdam Centraal,Eindhoven,Amsterdam Centraal,14
IC1018,2024-06-03,Utrecht Centraal - Den Haag Centraal,Utrecht Centraal,Den Haag Centraal,8
IC1020,2024-06-03,Amersfoort - Amsterdam Centraal,Amersfoort,Amsterdam Centraal,17
SPR2020,2024-06-03,Rotterdam Centraal - Amersfoort,Rotterdam Centraal,Amersfoort,13
IC1013,2024-06-03,Rotterdam Centraal - Den Haag Centraal,Rotterdam Centraal,Den Haag Centraal,13
SPR2017,2024-06-03,Den Haag Centraal - Eindhoven,Den Haag Centraal,Eindhoven,9
IC1015,2024-06-03,Amersfoort - Rotterdam Centraal,Amersfoort,Rotterdam Centraal,16
IC1046,2024-06-03,Amersfoort - Eindhoven,Amersfoort,Eindhoven,13
IC1038,2024-06-03,Amersfoort - Utrecht Centraal,Amersfoort,Utrecht Centraal,17
IC1010,2024-06-03,Utrecht Centraal - Amsterdam Centraal,Utrecht Centraal,Amsterdam Centraal,11
IC1048,2024-06-03,Den Haag Centraal - Amsterdam Centraal,Den Haag Centraal,Amsterdam Centraal,15
SPR2023,2024-06-03,Eindhoven - Amsterdam Centraal,Eindhoven,Amsterdam Centraal,21
SPR2005,2024-06-03,Amsterdam Centraal - Den Haag Centraal,Amsterdam Centraal,Den Haag Centraal,10
IC1022,2024-06-03,Rotterdam Centraal - Utrecht Centraal,Rotterdam Centraal,Utrecht Centraal,17
SPR2015,2024-06-03,Eindhoven - Amsterdam Centraal,Eindhoven,Amsterdam Centraal,11
IC1031,2024-06-03,Rotterdam Centraal - Amsterdam Centraal,Rotterdam Centraal,Amsterdam Centraal,12
IC1044,2024-06-03,Amersfoort - Eindhoven,Amersfoort,Eindhoven,14
IC1004,2024-06-03,Amsterdam Centraal - Den Haag Centraal,Amsterdam Centraal,Den Haag Centraal,12
IC1035,2024-06-03,Utrecht Centraal - Rotterdam Centraal,Utrecht Centraal,Rotterdam Centraal,8
IC1037,2024-06-03,Amersfoort - Eindhoven,Amersfoort,Eindhoven,10
IC1014,2024-06-03,Den Haag Centraal - Rotterdam Centraal,Den Haag Centraal,Rotterdam Centraal,6
IC1012,2024-06-03,Utrecht Centraal - Rotterdam Centraal,Utrecht Centraal,Rotterdam Centraal,17
SPR2014,2024-06-03,Rotterdam Centraal - Utrecht Centraal,Rotterdam Centraal,Utrecht Centraal,8
IC1043,2024-06-03,Utrecht Centraal - Den Haag Centraal,Utrecht Centraal,Den Haag Centraal,11
IC1000,2024-06-03,Eindhoven - Utrecht Centraal,Eindhoven,Utrecht Centraal,12
IC1009,2024-06-03,Rotterdam Centraal - Amsterdam Centraal,Rotterdam Centraal,Amsterdam Centraal,19
IC1039,2024-06-03,Utrecht Centraal - Rotterdam Centraal,Utrecht Centraal,Rotterdam Centraal,16
IC1019,2024-06-03,Amersfoort - Rotterdam Centraal,Amersfoort,Rotterdam Centraal,12
SPR2001,2024-06-03,Den Haag Centraal - Utrecht Centraal,Den Haag Centraal,Utrecht Centraal,13
IC1003,2024-06-03,Amsterdam Centraal - Rotterdam Centraal,Amsterdam Centraal,Rotterdam Centraal,15
IC1034,2024-06-03,Rotterdam Centraal - Amersfoort,Rotterdam Centraal,Amersfoort,16
SPR2016,2024-06-03,Den Haag Centraal - Amsterdam Centraal,Den Haag Centraal,Amsterdam Centraal,20
IC1021,2024-06-03,Amsterdam Centraal - Amersfoort,Amsterdam Centraal,Amersfoort,8
SPR2009,2024-06-03,Utrecht Centraal - Eindhoven,Utrecht Centraal,Eindhoven,8
IC1030,2024-06-03,Eindhoven - Rotterdam Centraal,Eindhoven,Rotterdam Centraal,19
IC1032,2024-06-03,Utrecht Centraal - Den Haag Centraal,Utrecht Centraal,Den Haag Centraal,20
IC1023,2024-06-03,Amersfoort - Den Haag Centraal,Amersfoort,Den Haag Centraal,21
IC1026,2024-06-03,Utrecht Centraal - Eindhoven,Utrecht Centraal,Eindhoven,18
IC1005,2024-06-03,Amsterdam Centraal - Den Haag Centraal,Amsterdam Centraal,Den Haag Centraal,9
SPR2007,2024-06-03,Amsterdam Centraal - Utrecht Centraal,Amsterdam Centraal,Utrecht Centraal,6
SPR2013,2024-06-04,Utrecht Centraal - Den Haag Centraal,Utrecht Centraal,Den Haag Centraal,20
IC1043,2024-06-04,Den Haag Centraal - Amersfoort,Den Haag Centraal,Amersfoort,20
SPR2026,2024-06-04,Den Haag Centraal - Amsterdam Centraal,Den Haag Centraal,Amsterdam Centraal,14
IC1015,2024-06-04,Utrecht Centraal - Amsterdam Centraal,Utrecht Centraal,Amsterdam Centraal,21
IC1048,2024-06-04,Eindhoven - Utrecht Centraal,Eindhoven,Utrecht Centraal,15
IC1041,2024-06-04,Amersfoort - Rotterdam Centraal,Amersfoort,Rotterdam Centraal,15
IC1013,2024-06-04,Amersfoort - Den Haag Centraal,Amersfoort,Den Haag Centraal,18
IC1019,2024-06-04,Amsterdam Centraal - Utrecht Centraal,Amsterdam Centraal,Utrecht Centraal,5
SPR2001,2024-06-04,Amsterdam Centraal - Utrecht Centraal,Amsterdam Centraal,Utrecht Centraal,21
IC1039,2024-06-04,Eindhoven - Utrecht Centraal,Eindhoven,Utrecht Centraal,17
IC1034,2024-06-04,Amsterdam Centraal - Amersfoort,Amsterdam Centraal,Amersfoort,13
IC1005,2024-06-04,Utrecht Centraal - Amersfoort,Utrecht Centraal,Amersfoort,7
IC1024,2024-06-04,Amersfoort - Rotterdam Centraal,Amersfoort,Rotterdam Centraal,13
IC1016,2024-06-04,Amersfoort - Utrecht Centraal,Amersfoort,Utrecht Centraal,15
SPR2012,2024-06-04,Utrecht Centraal - Amsterdam Centraal,Utrecht Centraal,Amsterdam Centraal,10
IC1045,2024-06-04,Eindhoven - Amersfoort,Eindhoven,Amersfoort,16
SPR2018,2024-06-04,Den Haag Centraal - Amersfoort,Den Haag Centraal,Amersfoort,8
IC1006,2024-06-04,Rotterdam Centraal - Amsterdam Centraal,Rotterdam Centraal,Amsterdam Centraal,18
IC1025,2024-06-04,Utrecht Centraal - Amsterdam Centraal,Utrecht Centraal,Amsterdam Centraal,10
IC1009,2024-06-04,Rotterdam Centraal - Amersfoort,Rotterdam Centraal,Amersfoort,16
SPR2023,2024-06-04,Utrecht Centraal - Eindhoven,Utrecht Centraal,Eindhoven,6
IC1046,2024-06-04,Amsterdam Centraal - Rotterdam Centraal,Amsterdam Centraal,Rotterdam Centraal,14
SPR2011,2024-06-04,Amsterdam Centraal - Den Haag Centraal,Amsterdam Centraal,Den Haag Centraal,6
SPR2009,2024-06-04,Den Haag Centraal - Eindhoven,Den Haag Centraal,Eindhoven,20
SPR2000,2024-06-04,Utrecht Centraal - Eindhoven,Utrecht Centraal,Eindhoven,6
SPR2019,2024-06-04,Amersfoort - Den Haag Centraal,Amersfoort,Den Haag Centraal,15
IC1036,2024-06-04,Den Haag Centraal - Utrecht Centraal,Den Haag Centraal,Utrecht Centraal,20
IC1014,2024-06-04,Eindhoven - Utrecht Centraal,Eindhoven,Utrecht Centraal,15
IC1003,2024-06-04,Amsterdam Centraal - Amersfoort,Amsterdam Centraal,Amersfoort,10
IC1018,2024-06-04,Eindhoven - Amersfoort,Eindhoven,Amersfoort,18
IC1037,2024-06-04,Rotterdam Centraal - Amsterdam Centraal,Rotterdam Centraal,Amsterdam Centraal,17
IC1002,2024-06-04,Utrecht Centraal - Eindhoven,Utrecht Centraal,Eindhoven,11
IC1028,2024-06-04,Den Haag Centraal - Amersfoort,Den Haag Centraal,Amersfoort,22
IC1011,2024-06-04,Eindhoven - Amersfoort,Eindhoven,Amersfoort,13
SPR2022,2024-06-04,Amersfoort - Amsterdam Centraal,Amersfoort,Amsterdam Centraal,12
IC1021,2024-06-04,Amersfoort - Eindhoven,Amersfoort,Eindhoven,5
SPR2021,2024-06-04,Amersfoort - Eindhoven,Amersfoort,Eindhoven,5
IC1040,2024-06-04,Utrecht Centraal - Amsterdam Centraal,Utrecht Centraal,Amsterdam Centraal,21
IC1000,2024-06-04,Eindhoven - Den Haag Centraal,Eindhoven,Den Haag Centraal,8
SPR2025,2024-06-04,Rotterdam Centraal - Amsterdam Centraal,Rotterdam Centraal,Amsterdam Centraal,19
IC1034,2024-06-05,Eindhoven - Amersfoort,Eindhoven,Amersfoort,20
IC1002,2024-06-05,Den Haag Centraal - Amsterdam Centraal,Den Haag Centraal,Amsterdam Centraal,7
SPR2011,2024-06-05,Utrecht Centraal - Eindhoven,Utrecht Centraal,Eindhoven,6
SPR2028,2024-06-05,Den Haag Centraal - Utrecht Centraal,Den Haag Centraal,Utrecht Centraal,14
SPR2004,2024-06-05,Amersfoort - Rotterdam Centraal,Amersfoort,Rotterdam Centraal,19
SPR2012,2024-06-05,Amersfoort - Den Haag Centraal,Amersfoort,Den Haag Centraal,7
IC1006,2024-06-05,Den Haag Centraal - Utrecht Centraal,Den Haag Centraal,Utrecht Centraal,20
IC1040,2024-06-05,Amersfoort - Eindhoven,Amersfoort,Eindhoven,18
IC1011,2024-06-05,Amsterdam Centraal - Amersfoort,Amsterdam Centraal,Amersfoort,5
